(.S.H.) .A. N. Smith
to vindicate his wrong identification made against him and his
case was denied before Court because he was innocent. It is said that
he was badly beaten and left in a state of semi-consciousness
and his abductor escaped from the police station
12.8991, 30, 601
12.8991, 30, 601
13.8991, 30, 601
14.8991, 30, 601
15.8991, 30, 601
16.8991, 30, 601
17.8991, 30, 601
18.8991, 30, 601
19.8991, 30, 601
20.8991, 30, 601
21.8991, 30, 601
22.8991, 30, 601
23.8991, 30, 601
24.8991, 30, 601
25.8991, 30, 601
26.8991, 30, 601
27.8991, 30, 601
28.8991, 30, 601
29.8991, 30, 601
30.8991, 30, 601
31.8991, 30, 601
32.8991, 30, 601
33.8991, 30, 601
34.8991, 30, 601
35.8991, 30, 601
36.8991, 30, 601
37.8991, 30, 601
38.8991, 30, 601
39.8991, 30, 601
40.8991, 30, 601
41.8991, 30, 601
42.8991, 30, 601
43.8991, 30, 601
44.8991, 30, 601
45.8991, 30, 601
46.8991, 30, 601
47.8991, 30, 601
48.8991, 30, 601
49.8991, 30, 601
50.8991, 30, 601
51.8991, 30, 601
52.8991, 30, 601
53.8991, 30, 601
54.8991, 30, 601
55.8991, 30, 601
56.8991, 30, 601
57.8991, 30, 601
58.8991, 30, 601
59.8991, 30, 601
60.8991, 30, 601
61.8991, 30, 601
62.8991, 30, 601
63.8991, 30, 601
64.8991, 30, 601
65.8991, 30, 601
66.8991, 30, 601
67.8991, 30, 601
68.8991, 30, 601
69.8991, 30, 601
70.8991, 30, 601
71.8991, 30, 601
72.8991, 30, 601
73.8991, 30, 601
74.8991, 30, 601
75.8991, 30, 601
76.8991, 30, 601
77.8991, 30, 601
78.8991, 30, 601
79.8991, 30, 601
80.8991, 30, 601
81.8991, 30, 601
82.8991, 30, 601
83.8991, 30, 601
84.8991, 30, 601
85.8991, 30, 601
86.8991, 30, 601
87.8991, 30, 601
88.8991, 30, 601
89.8991, 30, 601
90.8991, 30, 601
91.8991, 30, 601
92.8991, 30, 601
93.8991, 30, 601
94.8991, 30, 601
95.8991, 30, 601
96.8991, 30, 601
97.8991, 30, 601
98.8991, 30, 601
99.8991, 30, 601
100.8991, 30, 601
101.8991, 30, 601
102.8991, 30, 601
103.8991, 30, 601
104.8991, 30, 601
105.8991, 30, 601
106.8991, 30, 601
107.8991, 30, 601
108.8991, 30, 601
109.8991, 30, 601
110.8991, 30, 601
111.8991, 30, 601
112.8991, 30, 601
113.8991, 30, 601
114.8991, 30, 601
115.8991, 30, 601
116.8991, 30, 601
117.8991, 30, 601
118.8991, 30, 601
119.8991, 30, 601
120.8991, 30, 601
121.8991, 30, 601
122.8991, 30, 601
123.8991, 30, 601
124.8991, 30, 601
125.8991, 30, 601
126.8991, 30, 601
127.8991, 30, 601
128.8991, 30, 601
129.8991, 30, 601
130.8991, 30, 601
131.8991, 30, 601
132.8991, 30, 601
133.8991, 30, 601
134.8991, 30, 601
135.8991, 30, 601
136.8991, 30, 601
137.8991, 30, 6
